"r" "dlk" "km"
"457141" 0.292622196751583 0.007 2687.6710497105
"370301" 0.220173627448874 0.059 2031.8145637505
"694644" 0.126536783567296 0.392 1184.14659769362
"191594" 0.454386886308859 0 4152.08120806929
"294575" 0.0777719914760447 0.702 742.692674070826
"60268" 0.650695975688476 0 5929.21208534821
"790647" 0.20701763942655 0.081 1912.71711080285
"86844" 0.506231213109168 0 4621.41329177328
"849782" 0.0942487959158387 0.595 891.852542426288
"163661" 0.457598630355782 0 4181.15622203702
"336006" 0.239026749721519 0.035 2202.48656793387
"860907" 0.154844737667174 0.246 1440.4105305684
"616486" 0.336464561145217 0.001 3084.5636222504
"411034" 0.284554710518506 0.009 2614.63836980694
"162078" 0.45363495408088 0 4145.27417746167
"472675" 0.0231566938337272 0.969 248.275772038074
"712268" 0.271082981454012 0.014 2492.68260216262
"649225" 0.0565651512453543 0.829 550.71312435878
"556175" 0.341216623102631 0.001 3127.58270028673
"146398" 0.457753092705558 0 4182.55452617072
"672101" 0.380619759029656 0 3484.28818824365
"183275" 0.425444436771387 0 3890.07336676315
"787298" 0.164791423776112 0.204 1530.45507749517
"119220" 0.1947214748009 0.109 1801.40339681536
"117451" 0.497473860834815 0 4542.13544896354
"816837" 0.179357369029095 0.152 1662.31647600522
"745453" 0.147666948948816 0.279 1375.43203159879
"561959" 0.228723801457571 0.047 2109.21688009245
"459344" 0.232788354035559 0.042 2146.01212941837
"469550" 0.318264554349961 0.003 2919.80408847258
"276413" 0.277621999276189 0.011 2551.87848817886
"577434" 0.196696393087011 0.104 1819.28177563848
"164772" 0.273945023276748 0.012 2518.59186042122
"272662" 0.138785781232349 0.324 1295.03332247583
"47948" 0.658267584213294 0 5997.7557240694
"863192" 0.0656686100465289 0.777 633.124172042462
"29832" 0.484537336047285 0 4425.02473484807
"184611" 0.556161386416613 0 5073.41708320731
"670324" 0.445312550174728 0 4069.93379968523
"527053" 0.0993524990292023 0.561 938.054928774704
"840203" 0.101596120395889 0.547 958.365800880841
"333464" 0.0942182228798924 0.595 891.57577334563
"93311" 0.428936660329784 0 3921.68748272488
"624388" 0.168161855728256 0.191 1560.96664835952
"770946" 0.139892104265011 0.318 1305.04855319083
"420048" 0.205950671884635 0.084 1903.05815425742
"489286" 0.22130567158913 0.057 2042.06264040578
"127180" 0.356443886797738 0.001 3265.43082833094
"546747" 0.32012543224565 0.002 2936.65009177138
"122513" 0.54835108973787 0 5002.71266787755
"152332" 0.19639981760897 0.105 1816.59696139409
"494693" 0.0977202007290221 0.572 923.278192153149
"85216" 0.283721660330407 0.009 2607.09700116083
"592623" 0.13491642278121 0.345 1260.00511058554
"40982" 0.758665341667914 0 6906.62833585734
"496348" 0.0421496130316971 0.901 420.213318399493
"54158" 0.399620547470146 0 3656.29697264049
"398710" 0.285460856811931 0.008 2622.84145690018
"471395" 0.338381852678788 0.001 3101.92032231876
"37856" 0.699853310025022 0 6374.2195833213
"564468" 0.0616077122209084 0.801 596.362008160027
"314558" 0.197190086703371 0.103 1823.75104485226
"757286" 0.170426271996343 0.183 1581.46577084921
"701466" 0.323362224829909 0.002 2965.95186309034
"664412" 0.290615288091088 0.007 2669.50307104118
"869190" 0.102732132236594 0.539 968.649796010416
"81282" 0.512209535755866 0 4675.53336233831
"603249" 0.322471618818992 0.002 2957.88945779626
"227590" 0.259423249641181 0.019 2387.13033511856
"254970" 0.291576820438966 0.007 2678.20755248071
"232307" 0.42836815701068 0 3916.54098234932
"200487" 0.379400774064626 0 3473.25306079673
"99666" 0.495793030845198 0 4526.91936863101
"706513" 0.0845623737086653 0.658 804.164091274441
"94833" 0.584446431312522 0 5329.47362551308
"198201" 0.264051625332653 0.017 2429.02971623716
"111364" 0.132883824586875 0.356 1241.60457180422
"219566" 0.375443765788882 0 3437.43137973909
"351776" 0.377248562236951 0 3453.76969349319
"399756" 0.304207849580471 0.004 2792.55270058423
"255182" 0.318097992307888 0.003 2918.29624923352
"535571" 0.17216874099289 0.176 1597.23985174505
"772762" 0.12940674648376 0.375 1210.12756338202
"721804" 0.323618270684614 0.002 2968.26977407365
"797255" 0.172696563181074 0.175 1602.01807730404
"353454" 0.329456148611351 0.002 3021.11843815831
"599700" 0.203917829352641 0.088 1884.65540355612
"298482" 0.392429891599704 0 3591.20199096831
"307653" 0.108751038879181 0.501 1023.13726205594
"389675" 0.292720613015156 0.007 2688.56198441646
"492055" 0.308178288353691 0.004 2828.49596415156
"369427" 0.277813317138097 0.011 2553.61043488009
"613072" 0.070034087031652 0.75 672.643605242575
"494905" 0.154129525816996 0.249 1433.93591919526
"487882" 0.232805184035682 0.042 2146.16448666773
"325767" 0.0345735236825417 0.932 351.629116038021
"405455" 0.181671473104846 0.145 1683.26540821844
"174602" 0.307843738358706 0.004 2825.46737730436
"802571" 0.182346902358494 0.143 1689.3798789537
"286004" 0.213806920509888 0.069 1974.17855961225
"6146" 0.639575791868945 0 5828.54419427318
"107059" 0.491559919308319 0 4488.59820254071
"221957" 0.331562202257257 0.002 3040.18394844707
"135902" 0.377577352453841 0 3456.74613869208
"837610" 0.121406265736944 0.422 1137.70146526718
"709689" 0.250381055575421 0.026 2305.27389982362
"50613" 0.425451938072787 0 3890.14127393128
"375847" 0.0506452244594974 0.861 497.121695069265
"501483" 0.380661348815021 0 3484.6646888529
"78788" 0.452802379964978 0 4137.73711856302
"322425" 0.36923465204927 0 3381.22202243386
"673206" 0.0667358343525075 0.771 642.785453000623
"676472" 0.336462222367914 0.001 3084.54244995842
"787724" 0.278853648654991 0.011 2563.02826299554
"200986" 0.431303979499308 0 3943.118156189
"514584" 0.289130986776173 0.008 2656.06610942999
"778768" 0.0942350528477782 0.595 891.72813030316
"419608" 0.391266654324679 0 3580.67153165243
"385615" 0.25207988522208 0.024 2320.65292598006
"778163" 0.226878350828568 0.049 2092.51053549242
"713892" 0.174642855347848 0.168 1619.63731193404
"40053" 0.575504615482008 0 5248.52588610088
"396452" 0.203639059040072 0.088 1882.13177445824
"853008" 0.121717851394172 0.42 1140.52216243473
"613383" 0.340772250428424 0.001 3123.5599196664
"399931" 0.415466151803516 0 3799.74276426923
"720115" 0.407237594959418 0 3725.25195750474
"555726" 0.213244597586722 0.07 1969.08800861985
"113726" 0.528633062931358 0 4824.21092663059
"555352" 0.339875741988784 0.001 3115.44408134806
"366421" 0.317049373580092 0.003 2908.80339933264
"733607" 0.0812615442174646 0.679 774.282611878945
"714866" 0.0563267921611925 0.831 548.555326726064
"704053" 0.0937565390566685 0.598 887.396279770552
"109017" 0.342898150370823 0.001 3142.80509288575
"475065" 0.298729228012961 0.005 2742.95628310139
"890209" 0.028238733041861 0.954 294.282041156117
"676441" 0.0473233770226872 0.877 467.049946133843
"144763" 0.117089419788956 0.448 1098.62227514477
"658977" 0.0460834971494924 0.883 455.825662970314
"247016" 0.260031742344831 0.019 2392.63884812564
"182856" 0.228150982256278 0.048 2104.03130925142
"364143" 0.264219024316367 0.017 2430.54513207309
"753658" 0.226332623661842 0.05 2087.57022120731
"289011" 0.0946741177232134 0.592 895.702860916656
"693275" 0.0564516866121586 0.83 549.68596100242
"238920" 0.373899896693034 0 3423.45516778997
"650910" 0.259589697379488 0.019 2388.63713959783
"644175" 0.390333118377483 0 3572.22049374047
"115439" 0.194688691059824 0.109 1801.10661484402
"559703" 0.0820437061752872 0.674 781.363303713807
"201590" 0.161937559380351 0.216 1504.61984717903
"152171" 0.15001248031546 0.268 1396.66546622203
"532361" 0.185030995523728 0.135 1713.67821815187
"868795" 0.14302745007419 0.302 1333.43195543698
"738104" 0.0900248515277608 0.622 853.614363951289
"407969" 0.0343801274584067 0.933 349.87835450912
"337604" 0.0700422194239486 0.75 672.717225498785
"830712" 0.113863533428887 0.468 1069.41923480064
"251360" 0.212267503241427 0.072 1960.24264880219
"397967" 0.10707231465129 0.511 1007.94024459104
"533950" 0.213681860616621 0.069 1973.04642763336
"399429" 0.211828518564374 0.072 1956.26864420206
"91283" 0.313299405580947 0.003 2874.85599556672
"123182" 0.287253096524771 0.008 2639.06609806804
"493173" 0.180597731669638 0.148 1673.54512952553
"297588" 0.401072768173915 0 3669.4435175175
"182762" 0.250168592251456 0.026 2303.350529212
"119599" 0.351901715005454 0.001 3224.31182682427
"464795" 0.242170000764763 0.032 2230.94153403677
"838650" 0.201135484374534 0.094 1859.46761837785
"587686" 0.0503368364060635 0.862 494.329944907959
"630966" 0.160912267895266 0.22 1495.33817223411
"893591" 0.0775472462476803 0.703 740.658118839025
"178536" 0.43715906235727 0 3996.12257166866
"566899" 0.0398255597355281 0.911 399.174318696952
"457569" 0.251924628793037 0.024 2319.24743327047
"146486" 0.465921948503294 0 4256.50487618291
"463471" 0.401057988478381 0 3669.30972109791
"473440" 0.315482071377247 0.003 2894.61505406801
"746256" 0.0570635535916757 0.826 555.225020378241
"33041" 0.82199085846171 0 7479.89639781792
"599731" 0.203516335360515 0.089 1881.02079156385
"447900" 0.26854110551217 0.015 2469.67171541899
"396033" 0.159683847651544 0.225 1484.21762986752
"689703" 0.130701110914647 0.368 1221.84507989565
"418045" 0.11163685290085 0.482 1049.26172333382
"130058" 0.0514171602594038 0.857 504.109812377669
"114337" 0.237838496675524 0.037 2191.72964789144
"381667" 0.292677808007423 0.007 2688.1744827415
"81480" 0.308326100405971 0.004 2829.83406501571
"605133" 0.297247872821456 0.006 2729.54599191537
"461454" 0.3332270786387 0.002 3055.25560525963
"784004" 0.157416251515963 0.235 1463.68972093332
"306958" 0.272841462354473 0.013 2508.60163431335
"59760" 0.3624580951901 0 3319.87576244089
"405893" 0.0695064864638102 0.754 667.867385950108
"449200" 0.288886686058097 0.008 2653.85452385947
"773746" 0.117682058728903 0.445 1103.98726849574
"640656" 0.14252729436 0.305 1328.90418667221
"827951" 0.168549733738533 0.19 1564.47799870432
"60925" 0.477857579071895 0 4364.55477693018
"778985" 0.299536654013966 0.005 2750.26568320118
"868655" 0.0885139659551316 0.632 839.936742544965
"102666" 0.322812746941268 0.002 2960.97759457648
"78136" 0.710267264941699 0 6468.49418311443
"272323" 0.145053290493669 0.292 1351.77131798649
"861678" 0.124228855743005 0.405 1163.25357734474
"398369" 0.203871455611494 0.088 1884.23559514303
"245842" 0.272845498795195 0.013 2508.63817507396
"585638" 0.15504882029484 0.245 1442.25803309764
"70313" 0.538255138761233 0 4911.31686815795
"326376" 0.206605970135297 0.082 1908.99038469443
"309787" 0.299683592485433 0.005 2751.59587578437
"162629" 0.499716816026903 0 4562.44029037872
"187133" 0.260122510976645 0.019 2393.46055097595
"497747" 0.368691802642797 0 3376.30775970154
"868715" 0.0813890995584464 0.679 775.437334442923
"43717" 0.435463833913652 0 3980.77614618874
"94081" 0.544814987145324 0 4970.70132738231
"114678" 0.32622771741509 0.002 2991.89236012913
"540432" 0.0572194596854913 0.826 556.636394319974
"590302" 0.261079851407893 0.019 2402.12708417527
"479832" 0.327825622620284 0.002 3006.35774575182
"806698" 0.125945055578903 0.395 1178.78985093041
"432120" 0.373275176704332 0 3417.79975374326
"124618" 0.394232683507277 0 3607.52215818207
"890934" 0.0339761609505971 0.935 346.22135952899
"23320" 0.73361109600183 0 6679.81930872142
"693311" 0.0831578022058061 0.667 791.448901188412
"167529" 0.351571767236072 0.001 3221.32490262881
"89008" 0.466907249341292 0 4265.42452706687
"781440" 0.012840271510842 0.99 154.884107337334
"891118" 0.145511344210782 0.29 1355.9179492337
"720284" 0.130532283213078 0.369 1220.31673027951
"457681" 0.314109671535134 0.003 2882.19110496255
"370476" 0.291216180687765 0.007 2674.94278242111
"91949" 0.470211261605417 0 4295.33481920892
"331588" 0.173607134221503 0.171 1610.26122038527
"578787" 0.372109792319413 0 3407.24985724644
"43600" 0.0903019357205038 0.621 856.12272908143
"465842" 0.229301501592911 0.046 2114.44663665424
"840277" 0.110833352686538 0.487 1041.98786227488
"195251" 0.492742843758603 0 4499.30688430746
"133764" 0.0440472887909845 0.893 437.392442389885
"177729" 0.138771763498489 0.324 1294.9064238806
"813352" 0.183888007831923 0.138 1703.33107260769
"626081" 0.276761629112665 0.011 2544.08979949246
"283275" 0.404445598255118 0 3699.97679796856
"99813" 0.503183502203907 0 4593.8232236217
"670197" 0.325790101628994 0.002 2987.93074771315
"509070" 0.289027986052158 0.008 2655.1336728953
"822059" 0.222189774475969 0.056 2050.0661747498
"684260" 0.0201671000394869 0.976 221.211821718423
"74995" 0.586073589467274 0 5344.20382984628
"355216" 0.0449057746693018 0.889 445.164073173192
"201162" 0.476081437969742 0 4348.47587194919
"879302" 0.0459207101281122 0.884 454.351997929999
"479286" 0.127975741970598 0.383 1197.17308270106
"134326" 0.298614910326064 0.005 2741.9213972902
"186453" 0.228153007349332 0.048 2104.04964184829
"822118" 0.0595055862602767 0.813 577.332054099449
"625026" 0.104761408399669 0.526 987.020261378697
"390644" 0.230697486454789 0.044 2127.0840942987
"474616" 0.24369876991266 0.031 2244.7810504114
"61649" 0.731378908352476 0 6659.61194283692
"321644" 0.312912319424731 0.003 2871.35181365364
"483107" 0.215386994395851 0.066 1988.48252332581
"109608" 0.345632741853277 0.001 3167.56057912212
"789336" 0.252630914439642 0.024 2325.64123823756
"68623" 0.534087227662373 0 4873.58594326321
"368199" 0.23974535667725 0.035 2208.99191424103
"740366" 0.0902971867751669 0.621 856.079738217281
"395953" 0.00802777971832133 0.996 111.317975029515
"832226" 0.134538211425021 0.347 1256.58126973667
"844600" 0.151758447219476 0.26 1412.47121268868
"452801" 0.208732188893037 0.078 1928.23844405923
"707236" 0.153702983057014 0.251 1430.07454776494
"780042" 0.0229380228961089 0.97 246.296205649003
"269935" 0.386848472472216 0 3540.67497613756
"450935" 0.204851576186669 0.086 1893.10835056717
"300755" 0.360950275663692 0 3306.22589708716
"613750" 0.0567032713824389 0.828 551.963487045311
"839818" 0.184563612061275 0.136 1709.4471273487
"389272" 0.317452976515025 0.003 2912.45710298995
"836418" 0.19736618242749 0.102 1825.34518982883
"724866" 0.333613365652649 0.001 3058.75255276293
"505743" 0.432247772436588 0 3951.66204774236
"61774" 0.126323020563654 0.393 1182.21146144805
"531709" 0.218612626617742 0.061 2017.68326302861
"391677" 0.254272637899596 0.023 2340.50329817507
"229364" 0.295740247407208 0.006 2715.89788380435
"589013" 0.297333837834681 0.006 2730.32420895999
"806701" 0.111154399257281 0.485 1044.89420642692
"750512" 0.258757252892644 0.02 2381.10125419452
"852142" 0.0986128824802372 0.566 931.359388539323
"848233" 0.0767257249229227 0.709 733.221117744558
"57232" 0.496090883578119 0 4529.61574550398
"41044" 0.242695350089248 0.032 2235.6973734574
"871464" 0.098957638921636 0.564 934.480371470306
"303818" 0.232901717178243 0.042 2147.03837400972
"757031" 0.135928665772283 0.339 1269.1686611905
"134711" 0.465677736474044 0 4254.29409348733
"650687" 0.254849865482317 0.022 2345.72877685113
"214367" 0.380020408440572 0 3478.862436224
"893056" 0.0355654629803155 0.929 360.60886302799
"841245" 0.0903903100356467 0.62 856.9227568575
"159626" 0.272580305209382 0.013 2506.23745225825
"458598" 0.311400666437016 0.003 2857.66724505476
"141149" 0.21885515936783 0.061 2019.87884368305
"634176" 0.0445845295292277 0.89 442.255931428937
"59606" 0.498809317158074 0 4554.22495880142
"68093" 0.693163452149948 0 6313.65818480443
"73452" 0.363324284143958 0 3327.71712699677
"737594" 0.165260238383747 0.202 1534.69912405246
"415986" 0.33490458339997 0.001 3070.44158323679
"858630" 0.242886472874407 0.032 2237.42755418378
"485908" 0.158669627786217 0.229 1475.0361831769
"363981" 0.188901624486257 0.124 1748.71793162382
"526652" 0.311387367933949 0.003 2857.54685745327
"362805" 0.160440083431249 0.222 1491.06361931642
"324506" 0.404154716475576 0 3697.34352717251
"39206" 0.443067278666132 0 4049.6079893093
"872318" 0.222402887629434 0.055 2051.99542808481
"112957" 0.216057274284392 0.065 1994.55037830955
"531947" 0.278053563050562 0.011 2555.78531343783
"210769" 0.0812356384270923 0.68 774.048094057501
"679967" 0.150801772866485 0.264 1403.81070930815
"716731" 0.0613879692093373 0.802 594.372736587512
"148837" 0.390158107661497 0 3570.63617103683
"827873" 0.2156928961747 0.066 1991.25176594379
"197025" 0.309231114798145 0.004 2838.02690532585
"386406" 0.240014309983902 0.034 2211.42667275021
"705869" 0.0774039601031853 0.704 739.360989742898
"10171" 0.578154063218682 0 5272.51058999543
"538744" 0.449137907701575 0 4104.56368360489
"238921" 0.384662774908346 0 3520.88847189865
"737073" 0.0963594392497197 0.581 910.959601867175
"343160" 0.270515983147998 0.014 2487.54972624654
"693081" 0.340757557589709 0.001 3123.42690953713
"709760" 0.185002312522423 0.135 1713.41855902231
"96097" 0.603318213801461 0 5500.31455537717
"748119" 0.329538040204195 0.002 3021.85977967587
"869694" 0.148913286491941 0.273 1386.71477422879
"24631" 0.583673767856413 0 5322.47892093809
"870963" 0.176402663030362 0.162 1635.56835506887
"383910" 0.143290760837192 0.301 1335.81563358826
"197547" 0.464519578404366 0 4243.80961478644
"692852" 0.232502906831778 0.042 2143.42805630553
"205096" 0.271132428466766 0.014 2493.13023203769
"678582" 0.273432581902654 0.013 2513.95287303874
"22118" 0.773463536015871 0 7040.59221998944
"500081" 0.119465404423959 0.434 1120.13139462643
"138100" 0.493383285519759 0 4505.10462313069
"48459" 0.766533489089512 0 6977.85645766307
"433334" 0.0445913183173165 0.89 442.317388414805
"6125" 0.797252739122875 0 7255.94917325594
"311133" 0.250544181128149 0.025 2306.75062949285
"606180" 0.292164932763645 0.007 2683.53156765901
"874533" 0.120058747226284 0.43 1125.50275984521
"383388" 0.367769703867347 0 3367.96025928303
"759209" 0.132527496126636 0.358 1238.37883064702
"309146" 0.191188591511025 0.118 1769.42119976019
"727842" 0.0564300875436837 0.83 549.49043072092
"447228" 0.321144184041277 0.002 2945.87256475016
"606256" 0.331810221248021 0.002 3042.42919449264
"696723" 0.233996340630807 0.041 2156.94769172238
"203445" 0.424981554842912 0 3885.88302707879
"892609" 0.0379700136085624 0.919 382.376582398205
"367179" 0.200457416260483 0.095 1853.32925878285
"298674" 0.387588632357367 0 3547.37543504236
"613016" 0.23174030130068 0.043 2136.5244032919
"385539" 0.29813863197085 0.006 2737.60978352894
"206245" 0.159295265251011 0.227 1480.69990287619
"742196" 0.23266656177142 0.042 2144.90957836534
"861014" 0.143014008823214 0.302 1333.31027557889
"547130" 0.082321278387478 0.673 783.876086746512
"285010" 0.501518295002513 0 4578.74857198933
"676427" 0.251411729685073 0.025 2314.60430215223
"643116" 0.304079484591286 0.004 2791.39064850318
"524960" 0.280806225554961 0.01 2580.70439154447
"573828" 0.370093648038948 0 3388.9982711116
"238978" 0.215987100671949 0.065 1993.91511636708
"170772" 0.380066055485703 0 3479.2756660628
"842958" 0.0942462615361849 0.595 891.829599401328
"859474" 0.007312611163697 0.997 104.843755598829
"763605" 0.270350611532191 0.014 2486.05266360108
"534581" 0.328348107453518 0.002 3011.08765374021
"825418" 0.343345475909008 0.001 3146.85460495172
"887921" 0.0513174297456659 0.857 503.206980135256
"227613" 0.333358382809191 0.001 3056.44426492094
"384020" 0.163621667965279 0.209 1519.86560771119
"579976" 0.256905486870545 0.021 2364.33773812012
"777952" 0.180911979550011 0.147 1676.38992704915
"279451" 0.206108611855383 0.083 1904.48794031399
"4262" 0.680158513142762 0 6195.9281360337
"628499" 0.0474647703326155 0.876 468.32993993193
"876263" 0.251711061562374 0.025 2317.31406930253
"126144" 0.463698797091671 0 4236.37931281267
"53300" 0.478731829475346 0 4372.46911951796
"169873" 0.454775329476193 0 4155.5976746217
"524338" 0.19504547599733 0.108 1804.3364883613
"805560" 0.211305339100732 0.073 1951.53244792029
"570071" 0.143192225391834 0.301 1334.92361996319
"330313" 0.160514259023927 0.221 1491.73511005842
"654580" 0.258976625377763 0.02 2383.08717149546
"428469" 0.0570342958716033 0.827 554.960158481608
"875720" 0.198289891666271 0.1 1833.70726931813
"608248" 0.432429246018964 0 3953.30487695456
"340842" 0.182920323485491 0.141 1694.57089885854
"54278" 0.322353839493051 0.002 2956.82323474211
"228556" 0.218216861465052 0.062 2014.1005126057
"396236" 0.232563698621657 0.042 2143.97838725159
"892431" 0.0648826399855963 0.782 626.009006523055
"791263" 0.0342726189333292 0.934 348.905110121456
"302623" 0.22621865413409 0.05 2086.53848718278
"746303" 0.189205888952689 0.123 1751.47235211379
"679881" 0.124384124263888 0.404 1164.65917951834
"465025" 0.346565333834964 0.001 3176.0030715803
"373317" 0.263046775118557 0.017 2419.93309035929
"865030" 0.166769248324312 0.196 1548.35976589016
"88711" 0.249906190494058 0.026 2300.97508003235
"810931" 0.195298513087967 0.107 1806.62716185121
"54658" 0.664551316499533 0 6054.64058205391
"771862" 0.108618137307641 0.501 1021.93414157299
"529133" 0.295039083168208 0.006 2709.55044149738
"499575" 0.349627653517276 0.001 3203.72538887459
"792564" 0.0449648726488148 0.888 445.699070531231
"362541" 0.0781025969286105 0.7 745.685552086857
"361543" 0.0742507055565079 0.724 710.815464741841
"283758" 0.143449722670575 0.3 1337.25467027936
"655254" 0.250045408652577 0.026 2302.23538279757
